MFCC_BEGIN

-4.654733,3.367684,-1.347303,-1.027475,-2.336730,-0.709540,-0.857093,-4.624733,-0.523845,3.830997,1.892517,1.301827,-0.187460

-3.560132,2.835717,-1.132111,-0.593150,-1.675580,-0.648248,-1.306568,-4.444014,-0.190257,3.681798,1.706833,1.191023,0.036495

-4.353212,3.322685,-1.861607,-1.062053,-2.118386,-0.834876,-0.507454,-4.095418,-0.158575,4.215960,2.013288,1.292828,0.115687

-3.322022,2.283743,-1.507006,-1.049151,-1.948426,-0.695989,-1.069627,-4.034736,0.102056,3.966289,2.071160,1.346633,-0.026504

-3.869611,3.641419,-1.493329,-0.614355,-1.807894,-0.723038,-0.950815,-4.592102,-0.481765,3.763531,1.629050,1.155645,0.123571

-4.147928,3.371398,-1.349434,-1.028842,-2.338905,-0.710644,-0.852827,-4.623866,-0.525925,3.829628,1.892614,1.301851,-0.186380

-3.053302,2.830883,-1.134616,-0.596992,-1.677167,-0.649116,-1.306240,-4.441319,-0.191314,3.678621,1.706995,1.191327,0.036996

-3.859531,3.318817,-1.861620,-1.060949,-2.116469,-0.836190,-0.509176,-4.095011,-0.157145,4.215964,2.013898,1.292257,0.114708

-2.844389,2.287859,-1.506636,-1.048591,-1.949315,-0.694917,-1.068251,-4.035774,0.101735,3.966488,2.071373,1.346305,-0.026190

-3.402391,3.645403,-1.491808,-0.611055,-1.806309,-0.721734,-0.951275,-4.594004,-0.480247,3.766082,1.629098,1.156193,0.123521

-3.686903,3.373913,-1.350985,-1.028899,-2.340984,-0.711005,-0.850834,-4.623289,-0.528181,3.830241,1.892015,1.302341,-0.186572

-2.592021,2.826140,-1.136226,-0.599890,-1.678496,-0.649751,-1.305929,-4.438945,-0.192239,3.676603,1.706890,1.191019,0.037068

-3.408869,3.314994,-1.861754,-1.060505,-2.115373,-0.836048,-0.511349,-4.093388,-0.155954,4.215832,2.014155,1.292397,0.114243

-2.407898,2.290913,-1.505453,-1.048809,-1.950120,-0.694062,-1.067256,-4.037012,0.101136,3.967613,2.070750,1.346571,-0.026519

-2.974116,3.647901,-1.490624,-0.607987,-1.805623,-0.720503,-0.952237,-4.595860,-0.479024,3.768178,1.629168,1.156284,0.122867

-3.264093,3.376174,-1.351778,-1.029840,-2.342660,-0.711885,-0.847384,-4.623582,-0.529168,3.829293,1.892168,1.302488,-0.186083

-2.169262,2.822720,-1.137907,-0.602620,-1.679367,-0.650584,-1.305050,-4.437203,-0.193151,3.674531,1.707285,1.191182,0.037434

-2.996146,3.312849,-1.861413,-1.059833,-2.114371,-0.836963,-0.512257,-4.093597,-0.155442,4.216414,2.014708,1.291572,0.113638

-2.005754,2.294044,-1.505064,-1.048234,-1.950418,-0.693348,-1.066618,-4.037910,0.101218,3.967832,2.070792,1.346568,-0.026493

